application_id,company_experience_years,previous_similar_projects,total_employees,engineers_count,machinery_count,offered_budget_MAD,estimated_budget_MAD,budget_difference_ratio,proposed_duration_days,total_length_km,road_width_m,lanes,category,road_class,terrain_type,soil_type,slope,compliance_issues_count,technical_score,financial_score,is_fraudulent
5500,11,7,322,3,16,82000000,90500000,-0.0939,1051,197,3,1,Provincial,Secondary,Coastal,Rocky,Low,0,76.3,100.0,0
5748,24,3,678,4,20,69000000,69500000,-0.0072,248,102,3,1,Regional,Secondary,Coastal,Clay,Moderate,0,78.41,100.0,0
9976,12,5,774,6,30,551000000,1055500000,-0.478,1259,248,14,4,National,Primary,Desert,Rocky,Low,3,34.87,100.0,1
4036,29,9,912,9,47,640500000,678000000,-0.0553,606,237,7,2,National,Primary,Flat,Rocky,High,0,79.54,100.0,0
9885,18,4,599,4,34,211000000,365500000,-0.4227,578,191,7,2,National,Primary,Mixed,Sandy,Low,2,44.44,100.0,1
8583,23,4,209,4,12,101000000,180000000,-0.4389,171,31,14,4,National,Primary,Flat,Rocky,High,3,47.13,100.0,1
1220,6,6,259,4,8,382500000,354500000,0.079,548,242,7,2,Regional,Secondary,Mixed,Rocky,Moderate,0,99.31,92.68,0
6891,12,7,857,12,20,1065500000,988500000,0.0779,769,150,14,4,Autoroute,Primary,Flat,Rocky,Moderate,0,91.25,92.77,0
3113,26,3,252,4,13,657500000,686500000,-0.0422,701,234,7,2,National,Primary,Mixed,Sandy,High,0,93.35,100.0,0
8778,17,8,290,3,5,75500000,125000000,-0.396,457,128,3,1,Regional,Secondary,Desert,Sandy,High,2,39.79,100.0,1
4866,20,4,505,4,15,1381000000,1461000000,-0.0548,1150,204,14,4,Autoroute,Primary,Mountainous,Sandy,Low,1,76.74,100.0,0
374,17,5,857,9,19,89500000,95000000,-0.0579,813,190,3,1,Provincial,Secondary,Coastal,Clay,High,0,86.6,100.0,0
7553,1,2,84,1,3,55000000,41500000,0.3253,427,83,3,1,Provincial,Secondary,Desert,Sandy,Moderate,3,44.93,75.45,1
2452,8,8,677,11,34,90000000,88500000,0.0169,908,168,3,1,Provincial,Secondary,Flat,Rocky,Low,0,78.59,98.33,0
1599,9,6,622,5,19,677000000,637500000,0.062,778,205,7,2,National,Primary,Mountainous,Rocky,Moderate,0,90.85,94.17,0
6657,9,9,856,15,41,423500000,447000000,-0.0526,186,80,14,4,Autoroute,Primary,Desert,Clay,Low,0,95.21,100.0,0
6397,5,3,532,5,21,57500000,54000000,0.0648,712,127,3,1,Provincial,Secondary,Desert,Rocky,Low,0,78.18,93.91,0
4952,5,9,927,9,37,1017000000,969000000,0.0495,453,225,14,4,National,Primary,Desert,Clay,Low,0,97.02,95.28,0
352,16,9,638,8,38,131500000,128500000,0.0233,642,199,3,1,Provincial,Secondary,Coastal,Rocky,High,0,77.57,97.72,0
817,29,6,249,4,13,1175000000,1236000000,-0.0494,476,229,14,4,Autoroute,Primary,Flat,Sandy,Moderate,0,85.06,100.0,0
2510,9,7,697,7,22,1771000000,1663000000,0.0649,823,198,14,4,Autoroute,Primary,Coastal,Rocky,High,0,91.62,93.9,0
3941,17,9,970,13,33,423000000,413500000,0.023,479,116,14,4,National,Primary,Desert,Sandy,Low,0,74.84,97.75,0
8617,20,4,954,13,23,376000000,611000000,-0.3846,597,220,7,2,National,Primary,Coastal,Clay,High,3,53.54,100.0,1
7447,6,3,406,3,24,45000000,76500000,-0.4118,734,211,3,1,Provincial,Secondary,Coastal,Sandy,Low,3,37.76,100.0,1
3513,9,5,312,5,16,1406500000,1373000000,0.0244,1192,227,14,4,Autoroute,Primary,Flat,Clay,Moderate,0,86.63,97.62,0
9467,6,9,348,3,9,169500000,111000000,0.527,841,207,3,1,Provincial,Secondary,Desert,Sandy,Moderate,2,48.14,65.49,1
1645,27,9,509,9,28,1445000000,1466500000,-0.0147,746,227,14,4,Autoroute,Primary,Coastal,Clay,Moderate,0,97.33,100.0,0
4922,4,3,142,1,3,36500000,35000000,0.0429,256,46,3,1,Provincial,Secondary,Mountainous,Clay,Moderate,0,74.08,95.89,0
995,21,8,639,10,28,421000000,426000000,-0.0117,322,68,14,4,Autoroute,Primary,Desert,Rocky,Moderate,0,94.47,100.0,0
2249,22,6,551,8,27,75500000,74500000,0.0134,895,183,3,1,Provincial,Secondary,Flat,Rocky,Low,0,84.71,98.68,0
4170,26,8,793,3,43,705500000,667000000,0.0577,459,100,14,4,Autoroute,Primary,Desert,Rocky,High,1,78.85,94.54,0
3609,10,3,623,11,36,1751500000,1616000000,0.0838,733,201,14,4,Autoroute,Primary,Coastal,Rocky,High,1,88.78,92.26,0
89,29,4,558,6,9,290000000,271000000,0.0701,376,118,7,2,National,Primary,Desert,Rocky,Low,0,84.02,93.45,0
5858,10,7,468,3,19,502500000,517500000,-0.029,563,97,14,4,Autoroute,Primary,Desert,Sandy,Low,0,87.16,100.0,0
5846,8,0,70,1,4,42000000,44500000,-0.0562,185,34,7,2,Regional,Secondary,Mountainous,Clay,Low,0,83.79,100.0,0
9846,11,3,347,3,15,232000000,405000000,-0.4272,763,196,7,2,National,Primary,Coastal,Rocky,Low,3,43.31,100.0,1
4634,2,1,136,1,5,174500000,162000000,0.0772,536,94,7,2,Regional,Secondary,Mountainous,Sandy,High,0,88.36,92.84,0
3061,25,3,923,8,40,214000000,215500000,-0.007,331,85,7,2,National,Primary,Desert,Clay,Moderate,1,97.57,100.0,0
7227,23,5,409,7,12,78500000,60000000,0.3083,676,126,3,1,Provincial,Secondary,Mixed,Rocky,Moderate,3,30.21,76.43,1
8561,21,8,986,18,31,354500000,238000000,0.4895,492,172,7,2,Regional,Secondary,Mountainous,Clay,Low,3,50.63,67.14,1
2265,6,1,102,1,3,101500000,109500000,-0.0731,247,65,7,2,Regional,Secondary,Coastal,Sandy,High,0,73.15,100.0,0
3496,7,1,124,1,3,31500000,34500000,-0.087,441,84,3,1,Provincial,Secondary,Flat,Sandy,Moderate,0,78.14,100.0,0
6186,5,0,44,1,4,166500000,175000000,-0.0486,510,89,7,2,Regional,Secondary,Mountainous,Rocky,Low,0,88.34,100.0,0
589,24,3,749,6,5,236000000,258000000,-0.0853,137,38,14,4,Autoroute,Primary,Desert,Rocky,High,1,91.01,100.0,0
1535,26,9,544,8,6,1172500000,1186500000,-0.0118,540,163,14,4,Autoroute,Primary,Mountainous,Rocky,Moderate,0,74.29,100.0,0
9148,17,9,260,3,8,128500000,254000000,-0.4941,167,41,14,4,Autoroute,Primary,Coastal,Sandy,Low,3,37.62,100.0,1
1850,7,7,892,7,36,77500000,79500000,-0.0252,698,136,3,1,Provincial,Secondary,Coastal,Sandy,Low,0,71.44,100.0,0
5393,15,3,732,9,28,1133500000,1065500000,0.0638,654,203,14,4,National,Primary,Mixed,Clay,Low,1,80.9,94.0,0
663,26,6,250,3,8,766500000,834000000,-0.0809,285,120,14,4,Autoroute,Primary,Flat,Rocky,High,0,88.86,100.0,0
2722,14,8,599,4,25,1159500000,1255000000,-0.0761,494,195,14,4,Autoroute,Primary,Desert,Clay,Moderate,1,70.21,100.0,0
3092,24,5,905,9,43,194500000,181000000,0.0746,378,81,7,2,National,Primary,Flat,Clay,Moderate,0,83.57,93.06,0
6471,9,4,683,9,35,1139500000,1159500000,-0.0172,431,184,14,4,Autoroute,Primary,Flat,Rocky,High,0,96.28,100.0,0
1636,16,8,478,5,23,86000000,88000000,-0.0227,469,136,3,1,Provincial,Secondary,Coastal,Rocky,Moderate,0,94.64,100.0,0
7281,12,7,481,5,7,1810000000,1166000000,0.5523,685,187,14,4,Autoroute,Primary,Mixed,Rocky,Low,2,38.43,64.42,1
3510,6,0,165,2,5,60000000,59000000,0.0169,372,74,3,1,Regional,Secondary,Coastal,Sandy,Low,1,73.87,98.33,0
9956,28,3,428,4,16,357500000,256000000,0.3965,159,30,14,4,Autoroute,Primary,Coastal,Clay,High,3,49.66,71.61,1
2464,20,8,237,4,13,165500000,161500000,0.0248,352,68,7,2,National,Primary,Desert,Rocky,Moderate,0,71.64,97.58,0
719,14,6,816,9,5,642000000,610500000,0.0516,764,129,14,4,National,Primary,Coastal,Sandy,Low,1,81.83,95.09,0
9086,18,5,543,7,21,220000000,154500000,0.4239,1142,233,3,1,Provincial,Secondary,Coastal,Rocky,High,2,46.35,70.23,1
4645,6,7,797,5,21,137500000,143000000,-0.0385,415,123,3,1,Regional,Secondary,Mountainous,Rocky,High,0,71.54,100.0,0
62,5,9,774,3,29,56000000,59000000,-0.0508,285,126,3,1,Provincial,Secondary,Coastal,Clay,Low,0,85.96,100.0,0
3716,18,4,796,5,17,128000000,125500000,0.0199,408,130,3,1,Provincial,Secondary,Mountainous,Sandy,High,0,85.16,98.05,0
1501,26,8,466,5,18,2023000000,1905000000,0.0619,738,245,14,4,Autoroute,Primary,Coastal,Sandy,High,0,91.02,94.17,0
1863,9,7,550,8,9,176500000,167000000,0.0569,258,63,7,2,National,Primary,Flat,Rocky,High,0,72.34,94.62,0
4635,6,3,944,15,30,135000000,125500000,0.0757,614,155,3,1,Provincial,Secondary,Mountainous,Clay,Moderate,1,84.2,92.96,0
8707,25,6,317,5,13,1790500000,1329000000,0.3473,734,176,14,4,Autoroute,Primary,Coastal,Rocky,Moderate,2,46.72,74.23,1
2316,21,7,393,6,8,83500000,83500000,0.0,209,35,7,2,National,Primary,Flat,Rocky,Low,1,83.16,100.0,0
658,27,4,934,12,60,606000000,625500000,-0.0312,330,119,14,4,National,Primary,Flat,Rocky,High,0,99.19,100.0,0
3309,22,9,590,9,32,409000000,378000000,0.082,480,230,7,2,National,Primary,Flat,Sandy,Low,0,84.61,92.42,0
5261,9,9,530,6,13,145500000,148500000,-0.0202,893,192,3,1,Provincial,Secondary,Mountainous,Clay,Moderate,1,70.13,100.0,0
7022,22,7,513,9,8,855000000,1698500000,-0.4966,969,248,14,4,Autoroute,Primary,Mixed,Sandy,Moderate,2,41.16,100.0,1
7021,11,8,572,8,37,36500000,54000000,-0.3241,595,102,3,1,Provincial,Secondary,Coastal,Rocky,Low,2,45.56,100.0,1
5105,5,3,89,1,4,48500000,46500000,0.043,233,70,3,1,Provincial,Secondary,Mountainous,Clay,Moderate,0,77.61,95.88,0
49,29,9,382,6,15,416500000,386000000,0.079,531,157,7,2,National,Primary,Coastal,Rocky,High,0,75.46,92.68,0
1959,29,3,561,3,34,111500000,103000000,0.0825,621,175,3,1,Provincial,Secondary,Mountainous,Rocky,Moderate,1,95.61,92.38,0
5516,5,6,403,5,19,310000000,292000000,0.0616,587,150,7,2,Regional,Secondary,Desert,Rocky,High,0,87.84,94.19,0
7061,25,3,793,13,18,677000000,443000000,0.5282,213,78,14,4,Autoroute,Primary,Desert,Sandy,Low,2,52.22,65.44,1
1150,6,5,682,8,28,1053000000,1010500000,0.0421,343,119,14,4,Autoroute,Primary,Mountainous,Sandy,High,0,77.87,95.96,0
9836,9,4,625,7,22,80000000,134000000,-0.403,585,212,3,1,Provincial,Secondary,Coastal,Rocky,Low,3,33.52,100.0,1
3097,10,3,991,7,43,52000000,50500000,0.0297,589,106,3,1,Provincial,Secondary,Mixed,Clay,Low,0,99.02,97.12,0
1012,26,6,384,4,6,493000000,482500000,0.0218,1247,247,7,2,National,Primary,Desert,Clay,Moderate,0,80.43,97.87,0
8890,27,3,459,3,20,56500000,106000000,-0.467,860,167,3,1,Regional,Secondary,Mixed,Sandy,Moderate,2,46.17,100.0,1
4970,7,2,187,2,7,130000000,118500000,0.097,311,88,7,2,Regional,Secondary,Mixed,Rocky,Low,0,94.19,91.15,0
5058,14,9,460,6,19,71500000,71500000,0.0,721,129,3,1,Provincial,Secondary,Mountainous,Clay,High,1,89.72,100.0,0
7544,27,3,476,7,15,201000000,355000000,-0.4338,325,140,7,2,National,Primary,Coastal,Clay,High,2,39.34,100.0,1
8068,16,8,980,15,35,455500000,299000000,0.5234,132,52,14,4,Autoroute,Primary,Mixed,Rocky,Low,2,32.63,65.64,1
2647,14,6,941,7,6,348500000,340000000,0.025,125,46,14,4,Autoroute,Primary,Mixed,Sandy,High,0,99.05,97.56,0
9290,23,4,311,4,10,127000000,96500000,0.3161,368,162,3,1,Provincial,Secondary,Coastal,Rocky,Moderate,2,42.63,75.98,1
7736,8,9,350,6,12,124500000,229500000,-0.4575,419,126,7,2,Regional,Secondary,Mountainous,Sandy,Low,3,43.32,100.0,1
5140,11,7,962,8,5,236000000,241000000,-0.0207,420,138,7,2,National,Primary,Desert,Clay,Low,1,91.19,100.0,0
2982,3,4,128,1,3,18500000,19000000,-0.0263,131,37,3,1,Provincial,Secondary,Mixed,Clay,Moderate,0,83.13,100.0,0
9521,24,5,909,14,28,258500000,389000000,-0.3355,553,139,7,2,National,Primary,Desert,Sandy,High,3,54.39,100.0,1
2116,20,7,660,8,22,111000000,109500000,0.0137,361,152,3,1,Regional,Secondary,Coastal,Rocky,Low,0,95.13,98.65,0
6827,28,9,866,14,17,261000000,271500000,-0.0387,854,184,7,2,Regional,Secondary,Flat,Clay,Moderate,0,78.43,100.0,0
5349,19,3,551,9,22,1540000000,1467000000,0.0498,945,219,14,4,Autoroute,Primary,Flat,Sandy,High,1,84.55,95.26,0
8071,2,4,37,1,3,23500000,34500000,-0.3188,229,78,3,1,Provincial,Secondary,Desert,Rocky,High,2,36.43,100.0,1
6351,28,7,826,4,51,82000000,88000000,-0.0682,596,110,3,1,Regional,Secondary,Flat,Clay,High,0,84.41,100.0,0
1028,25,4,477,6,23,467000000,425500000,0.0975,1019,229,7,2,National,Primary,Mixed,Rocky,Low,1,75.84,91.11,0
339,16,9,920,3,15,1573500000,1655500000,-0.0495,1017,201,14,4,Autoroute,Primary,Mixed,Clay,High,0,76.31,100.0,0
6420,26,8,215,3,5,413000000,382500000,0.0797,250,54,14,4,Autoroute,Primary,Coastal,Clay,High,0,93.69,92.62,0
8652,6,9,976,13,62,132000000,191000000,-0.3089,411,78,7,2,National,Primary,Flat,Rocky,Moderate,2,38.65,100.0,1
9125,20,5,677,11,26,285500000,191000000,0.4948,587,225,3,1,Provincial,Secondary,Coastal,Sandy,High,3,50.57,66.9,1
797,22,4,997,16,6,1136500000,1075000000,0.0572,962,239,14,4,National,Primary,Flat,Rocky,High,0,78.25,94.59,0
8303,23,3,543,8,10,318500000,236500000,0.3467,828,152,7,2,Regional,Secondary,Desert,Sandy,Low,2,48.24,74.25,1
5011,16,4,959,18,41,264500000,244000000,0.084,419,143,7,2,Regional,Secondary,Desert,Sandy,Moderate,0,91.02,92.25,0
1910,16,4,860,6,16,225500000,230000000,-0.0196,167,53,14,4,National,Primary,Desert,Sandy,Low,0,97.78,100.0,0
202,8,2,96,1,3,24000000,24500000,-0.0204,376,66,3,1,Provincial,Secondary,Mixed,Clay,Low,0,76.27,100.0,0
9636,9,3,696,6,7,93500000,163500000,-0.4281,1287,240,3,1,Regional,Secondary,Flat,Clay,Low,3,33.03,100.0,1
2427,25,3,849,6,47,302000000,318000000,-0.0503,669,181,7,2,National,Primary,Flat,Clay,Low,0,92.29,100.0,0
9353,21,9,671,8,28,208500000,381000000,-0.4528,577,156,7,2,National,Primary,Flat,Sandy,High,2,35.62,100.0,1
8480,26,6,619,8,9,2262000000,1433000000,0.5785,653,242,14,4,Autoroute,Primary,Flat,Rocky,Moderate,2,33.76,63.35,1
2627,24,4,909,3,16,355000000,341500000,0.0395,431,117,7,2,National,Primary,Flat,Clay,High,0,75.82,96.2,0
9377,12,8,217,4,10,1375000000,935000000,0.4706,471,201,14,4,National,Primary,Desert,Rocky,High,3,37.81,68.0,1
4848,25,9,506,7,30,251000000,235000000,0.0681,499,87,7,2,National,Primary,Coastal,Sandy,High,0,87.02,93.63,0
621,8,5,415,3,21,206000000,214500000,-0.0396,630,155,7,2,Regional,Secondary,Desert,Rocky,High,0,80.67,100.0,0
3932,6,8,605,7,34,515500000,499000000,0.0331,960,177,7,2,National,Primary,Mixed,Clay,High,0,92.79,96.8,0
7802,16,7,741,8,11,871500000,566000000,0.5398,1168,242,7,2,Regional,Secondary,Mountainous,Clay,High,2,43.57,64.95,1
9138,1,3,152,1,3,18500000,30500000,-0.3934,70,35,3,1,Regional,Secondary,Mixed,Rocky,High,2,48.15,100.0,1
1222,7,1,139,1,5,27500000,28000000,-0.0179,221,72,3,1,Provincial,Secondary,Desert,Clay,Low,0,70.53,100.0,0
3106,27,7,548,5,14,150000000,143000000,0.049,623,238,3,1,Provincial,Secondary,Flat,Clay,Moderate,0,76.07,95.33,0
5378,19,9,371,3,13,395500000,363500000,0.088,765,150,7,2,Regional,Secondary,Mountainous,Rocky,High,0,72.04,91.91,0
8374,11,6,471,5,5,709000000,537000000,0.3203,786,231,7,2,National,Primary,Mixed,Rocky,Moderate,2,46.56,75.74,1
2191,16,4,299,4,15,427000000,389500000,0.0963,289,54,14,4,Autoroute,Primary,Coastal,Clay,High,0,92.64,91.22,0
9134,11,5,925,16,47,147000000,107500000,0.3674,728,183,3,1,Provincial,Secondary,Flat,Sandy,High,3,41.91,73.13,1
416,17,8,927,16,38,739500000,817500000,-0.0954,296,134,14,4,National,Primary,Mountainous,Sandy,Moderate,0,82.86,100.0,0
8400,12,9,808,4,13,91000000,139500000,-0.3477,801,165,3,1,Provincial,Secondary,Mountainous,Rocky,Moderate,3,47.07,100.0,1
4590,6,4,198,2,4,43500000,44000000,-0.0114,169,54,3,1,Provincial,Secondary,Mountainous,Rocky,High,0,86.22,100.0,0
1703,18,3,850,5,43,631000000,589000000,0.0713,550,234,7,2,National,Primary,Mountainous,Sandy,Moderate,0,95.36,93.34,0
7655,18,4,255,3,5,619500000,438000000,0.4144,1348,237,7,2,National,Primary,Desert,Clay,Low,3,39.04,70.7,1
5692,24,3,546,6,28,337500000,373000000,-0.0952,482,104,7,2,National,Primary,Mountainous,Rocky,High,0,92.88,100.0,0
3202,8,0,154,2,4,36000000,37500000,-0.04,353,94,3,1,Provincial,Secondary,Flat,Sandy,Low,0,97.77,100.0,0
6620,14,5,335,3,20,1472500000,1455500000,0.0117,823,187,14,4,Autoroute,Primary,Mountainous,Rocky,Low,0,86.37,98.85,0
2947,25,6,591,5,24,592000000,602000000,-0.0166,607,106,14,4,Autoroute,Primary,Mixed,Sandy,Low,1,94.97,100.0,0
2554,6,9,392,3,6,281500000,298000000,-0.0554,246,83,7,2,National,Primary,Mountainous,Rocky,High,1,81.68,100.0,0
4738,23,8,556,4,12,1471000000,1444500000,0.0183,745,196,14,4,Autoroute,Primary,Mountainous,Sandy,Moderate,0,72.9,98.2,0
9100,14,9,314,3,14,179500000,126000000,0.4246,503,168,3,1,Regional,Secondary,Coastal,Sandy,High,3,31.94,70.19,1
1075,18,3,662,11,6,63500000,68500000,-0.073,880,176,3,1,Provincial,Secondary,Mixed,Clay,Moderate,0,72.41,100.0,0
1642,28,6,814,13,35,1233000000,1233000000,0.0,657,184,14,4,Autoroute,Primary,Flat,Clay,High,0,83.11,100.0,0
5561,5,0,153,1,3,45000000,43500000,0.0345,185,53,3,1,Regional,Secondary,Mountainous,Clay,Low,0,82.66,96.67,0
3772,23,5,222,4,5,239000000,227500000,0.0505,854,155,7,2,Regional,Secondary,Flat,Clay,Moderate,0,86.6,95.19,0
612,21,5,515,5,33,970000000,995000000,-0.0251,437,138,14,4,Autoroute,Primary,Mixed,Rocky,Moderate,1,88.91,100.0,0
7991,16,4,655,11,38,118000000,88500000,0.3333,803,156,3,1,Provincial,Secondary,Flat,Rocky,Moderate,2,36.56,75.0,1
4197,7,9,483,8,14,1750000000,1688000000,0.0367,811,240,14,4,Autoroute,Primary,Desert,Clay,High,0,71.13,96.46,0
671,14,9,842,6,14,331000000,350000000,-0.0543,875,165,7,2,National,Primary,Mixed,Clay,Low,0,82.18,100.0,0
256,21,6,782,13,7,1099500000,1066000000,0.0314,604,192,14,4,Autoroute,Primary,Mixed,Sandy,Low,0,78.06,96.95,0
1421,5,7,288,4,12,363500000,401500000,-0.0946,565,151,7,2,National,Primary,Mountainous,Clay,Low,0,87.7,100.0,0
7644,19,6,627,5,28,578500000,1003500000,-0.4235,628,187,14,4,Autoroute,Primary,Mixed,Rocky,Low,3,40.39,100.0,1
1911,11,8,948,5,46,621500000,634000000,-0.0197,201,90,14,4,Autoroute,Primary,Mountainous,Sandy,Moderate,0,77.57,100.0,0
175,5,0,76,1,3,56000000,53000000,0.0566,339,71,3,1,Provincial,Secondary,Mountainous,Sandy,Low,0,74.74,94.64,0
299,25,4,919,11,16,171500000,175000000,-0.02,1343,247,3,1,Regional,Secondary,Flat,Rocky,Moderate,1,80.84,100.0,0
5902,1,0,190,2,7,33000000,30000000,0.1,167,40,3,1,Regional,Secondary,Flat,Sandy,High,0,82.96,90.91,0
2470,24,6,443,5,12,394000000,385000000,0.0234,279,59,14,4,Autoroute,Primary,Mixed,Clay,Moderate,0,94.49,97.72,0
5107,8,8,561,9,18,374500000,346000000,0.0824,697,172,7,2,National,Primary,Flat,Clay,High,0,87.91,92.39,0
9073,13,7,917,16,27,123500000,90500000,0.3646,515,149,3,1,Regional,Secondary,Coastal,Rocky,Low,3,47.43,73.28,1
3697,8,3,198,2,8,42500000,39000000,0.0897,289,50,3,1,Provincial,Secondary,Mountainous,Rocky,Low,0,97.15,91.76,0
1435,6,7,562,10,12,493000000,477500000,0.0325,304,60,14,4,Autoroute,Primary,Coastal,Rocky,High,0,92.84,96.86,0
141,29,7,316,4,12,646000000,612000000,0.0556,229,99,14,4,Autoroute,Primary,Coastal,Clay,Low,0,76.98,94.74,0
2209,24,4,261,4,8,90000000,85500000,0.0526,472,101,3,1,Regional,Secondary,Mixed,Rocky,Moderate,0,83.38,95.0,0
9614,1,4,187,2,5,123500000,84000000,0.4702,182,67,7,2,Regional,Secondary,Desert,Rocky,Low,3,34.13,68.02,1
7750,11,4,648,7,21,114500000,178000000,-0.3567,930,242,3,1,Regional,Secondary,Coastal,Clay,Low,3,48.65,100.0,1
5651,10,6,619,7,17,81500000,90500000,-0.0994,698,128,3,1,Provincial,Secondary,Coastal,Sandy,High,1,95.12,100.0,0
1498,6,6,670,9,29,1619000000,1615500000,0.0022,967,221,14,4,Autoroute,Primary,Coastal,Clay,High,0,88.29,99.78,0
3403,22,6,374,3,12,478000000,522500000,-0.0852,1121,203,7,2,National,Primary,Coastal,Clay,High,0,91.1,100.0,0
8387,17,7,728,7,39,67000000,131500000,-0.4905,645,186,3,1,Provincial,Secondary,Flat,Clay,High,2,54.22,100.0,1
8740,26,9,225,4,14,151000000,97000000,0.5567,560,165,3,1,Regional,Secondary,Desert,Clay,Moderate,3,46.75,64.24,1
7314,26,7,406,4,20,287000000,182500000,0.5726,326,69,7,2,National,Primary,Mixed,Sandy,Moderate,3,44.59,63.59,1
5042,21,9,959,9,51,74000000,74500000,-0.0067,558,201,3,1,Provincial,Secondary,Mixed,Rocky,Moderate,0,97.44,100.0,0
4698,11,3,226,4,8,307500000,336000000,-0.0848,988,202,7,2,Regional,Secondary,Coastal,Clay,Low,0,78.59,100.0,0
8661,4,3,32,1,4,61500000,41000000,0.5,444,95,3,1,Provincial,Secondary,Desert,Rocky,Moderate,3,52.17,66.67,1
6124,17,5,352,6,11,1196000000,1293000000,-0.075,563,201,14,4,Autoroute,Primary,Coastal,Clay,Low,0,89.04,100.0,0
4927,1,2,84,1,3,40500000,42500000,-0.0471,287,56,3,1,Provincial,Secondary,Desert,Rocky,High,0,72.23,100.0,0
2830,26,6,393,4,13,443500000,459000000,-0.0338,698,139,7,2,National,Primary,Mountainous,Clay,Moderate,0,90.22,100.0,0
5501,26,7,890,5,45,177500000,183000000,-0.0301,367,100,7,2,Regional,Secondary,Mixed,Rocky,Moderate,0,94.23,100.0,0
9424,15,7,784,3,35,690500000,494000000,0.3978,398,79,14,4,Autoroute,Primary,Mixed,Sandy,Low,3,43.69,71.54,1
8507,19,5,722,4,29,24000000,42500000,-0.4353,370,116,3,1,Provincial,Secondary,Mixed,Clay,Moderate,3,50.98,100.0,1
7930,21,7,716,3,42,176500000,114500000,0.5415,525,190,3,1,Provincial,Secondary,Coastal,Sandy,Low,3,51.46,64.87,1
3367,15,3,270,3,9,334000000,367500000,-0.0912,704,126,7,2,National,Primary,Flat,Rocky,High,0,83.87,100.0,0
7406,24,3,895,16,41,122000000,181000000,-0.326,585,217,3,1,Regional,Secondary,Mixed,Sandy,Moderate,2,47.2,100.0,1
9311,9,4,154,1,6,43500000,30500000,0.4262,143,39,3,1,Provincial,Secondary,Desert,Sandy,High,2,42.07,70.11,1
4728,18,3,716,8,13,254500000,280500000,-0.0927,649,113,7,2,National,Primary,Desert,Sandy,Low,0,89.92,100.0,0
9381,28,9,648,3,41,451500000,850000000,-0.4688,681,128,14,4,Autoroute,Primary,Mountainous,Rocky,Low,3,33.36,100.0,1
1921,8,1,120,1,3,156500000,155000000,0.0097,434,79,7,2,Regional,Secondary,Mountainous,Sandy,High,0,95.14,99.04,0
5145,23,7,202,4,12,135000000,143500000,-0.0592,683,162,3,1,Regional,Secondary,Coastal,Sandy,High,0,99.81,100.0,0
4883,5,3,163,2,7,21000000,22500000,-0.0667,247,48,3,1,Provincial,Secondary,Flat,Clay,Moderate,1,72.84,100.0,0
9393,20,4,371,6,7,394000000,621000000,-0.3655,344,99,14,4,Autoroute,Primary,Desert,Sandy,Low,3,32.55,100.0,1
8587,22,3,461,8,26,104000000,69500000,0.4964,1100,193,3,1,Provincial,Secondary,Flat,Sandy,Low,3,50.58,66.83,1
8980,29,7,769,5,45,659000000,416000000,0.5841,618,107,14,4,National,Primary,Coastal,Rocky,Low,2,48.71,63.13,1
2617,15,4,462,4,8,1159000000,1082000000,0.0712,683,157,14,4,Autoroute,Primary,Mountainous,Rocky,Low,0,79.36,93.36,0
156,15,7,900,3,7,111000000,108000000,0.0278,774,141,3,1,Regional,Secondary,Mountainous,Clay,Low,0,90.67,97.3,0
2457,9,4,49,1,4,36500000,37500000,-0.0267,172,51,3,1,Provincial,Secondary,Coastal,Sandy,Moderate,1,78.89,100.0,0
8414,25,4,658,10,40,62500000,98500000,-0.3655,556,168,3,1,Provincial,Secondary,Mountainous,Rocky,Low,3,32.58,100.0,1
3248,22,5,328,4,15,369000000,338500000,0.0901,1003,214,7,2,Regional,Secondary,Desert,Rocky,Low,0,80.5,91.73,0
4571,9,8,690,6,8,63000000,68500000,-0.0803,332,121,3,1,Provincial,Secondary,Desert,Sandy,Low,0,95.05,100.0,0
2324,14,5,301,4,16,102000000,93500000,0.0909,481,148,3,1,Provincial,Secondary,Desert,Clay,Moderate,1,81.78,91.67,0
898,21,8,412,7,13,608000000,597500000,0.0176,416,92,14,4,Autoroute,Primary,Coastal,Sandy,Low,0,93.86,98.27,0
8033,19,8,460,8,26,211500000,316000000,-0.3307,299,70,14,4,National,Primary,Mixed,Rocky,Low,2,46.36,100.0,1
7665,15,9,398,4,12,145000000,248000000,-0.4153,566,240,3,1,Regional,Secondary,Mountainous,Sandy,Low,3,42.08,100.0,1
8580,11,8,216,3,12,748500000,1123500000,-0.3338,688,153,14,4,Autoroute,Primary,Flat,Clay,High,2,54.99,100.0,1
1639,26,7,480,8,19,218500000,236000000,-0.0742,346,113,7,2,Regional,Secondary,Desert,Sandy,High,0,89.82,100.0,0
8416,28,4,862,14,38,408000000,266500000,0.531,717,238,7,2,Regional,Secondary,Flat,Sandy,Low,2,43.56,65.32,1
